feature,feature_status,canonical_feature,tp_item
F-PMP-089,ACTIVE,F-PMP-089,TP-PMP-103
F-PMP-090,FOLDED,F-PMP-086,TP-PMP-088
F-PMP-090,FOLDED,F-PMP-086,TP-PMP-103
F-PMP-091,ACTIVE,F-PMP-091,TP-PMP-089
F-PMP-091,ACTIVE,F-PMP-091,TP-PMP-103
F-PMP-092,ACTIVE,F-PMP-092,TP-PMP-090
F-PMP-092,ACTIVE,F-PMP-092,TP-PMP-091
F-PMP-092,ACTIVE,F-PMP-092,TP-PMP-100
F-PMP-092,ACTIVE,F-PMP-092,TP-PMP-111
F-PMP-092,ACTIVE,F-PMP-092,TP-XIF-010
F-PMP-092,ACTIVE,F-PMP-092,TP-XIF-019
F-PMP-093,ACTIVE,F-PMP-093,TP-PMP-092
F-PMP-093,ACTIVE,F-PMP-093,TP-PMP-105
F-PMP-093,ACTIVE,F-PMP-093,TP-XIF-019
F-PMP-094,ACTIVE,F-PMP-094,TP-PMP-093
F-PMP-094,ACTIVE,F-PMP-094,TP-PMP-105
F-PMP-094,ACTIVE,F-PMP-094,TP-XIF-021
F-PMP-095,ACTIVE,F-PMP-095,TP-PMP-094
F-PMP-095,ACTIVE,F-PMP-095,TP-PMP-099
F-PMP-095,ACTIVE,F-PMP-095,TP-PMP-104
F-PMP-096,FOLDED,F-PMP-095,TP-PMP-095
F-PMP-096,FOLDED,F-PMP-095,TP-PMP-099
F-PMP-096,FOLDED,F-PMP-095,TP-PMP-104
F-PMP-097,ACTIVE,F-PMP-097,TP-PMP-096
F-PMP-097,ACTIVE,F-PMP-097,TP-PMP-098
F-PMP-097,ACTIVE,F-PMP-097,TP-PMP-104
F-PMP-097,ACTIVE,F-PMP-097,TP-XIF-020
F-PMP-098,ACTIVE,F-PMP-098,TP-PMP-097
F-PMP-099,ALIAS,F-PRV-005,TP-PMP-098
F-PMP-099,ALIAS,F-PRV-005,TP-PMP-104
F-PMP-100,FOLDED,F-PMP-007,TP-PMP-020
F-PMP-100,FOLDED,F-PMP-007,TP-XIF-019
F-PRV-001,ACTIVE,F-PRV-001,TP-PRV-001
F-PRV-001,ACTIVE,F-PRV-001,TP-PRV-036
F-PRV-001,ACTIVE,F-PRV-001,TP-REG-016
F-PRV-001,ACTIVE,F-PRV-001,TP-REG-018
F-PRV-001,ACTIVE,F-PRV-001,TP-XIF-020
F-PRV-002,ACTIVE,F-PRV-002,TP-PRV-002
F-PRV-002,ACTIVE,F-PRV-002,TP-PRV-036
F-PRV-002,ACTIVE,F-PRV-002,TP-REG-016
F-PRV-003,FOLDED,F-PRV-002,TP-PRV-002
F-PRV-003,FOLDED,F-PRV-002,TP-REG-016
F-PRV-004,FOLDED,F-PRV-002,TP-PRV-003
F-PRV-005,ACTIVE,F-PRV-005,TP-PMP-098
F-PRV-005,ACTIVE,F-PRV-005,TP-PRV-004
F-PRV-006,ACTIVE,F-PRV-006,TP-CSR-094
F-PRV-006,ACTIVE,F-PRV-006,TP-PRV-005
F-PRV-006,ACTIVE,F-PRV-006,TP-PRV-036
F-PRV-006,ACTIVE,F-PRV-006,TP-REG-016
F-PRV-007,ACTIVE,F-PRV-007,TP-PMP-072
F-PRV-007,ACTIVE,F-PRV-007,TP-PRV-006
F-PRV-008,FOLDED,F-PRV-006,TP-PRV-007
F-PRV-008,FOLDED,F-PRV-006,TP-XIF-015
F-PRV-009,FOLDED,F-PRV-006,TP-PRV-008
F-PRV-010,ACTIVE,F-PRV-010,TP-PRV-009
F-PRV-011,ALIAS,F-IRQ-032,TP-PRV-010
F-PRV-012,ALIAS,F-IRQ-023,TP-PRV-011
F-PRV-012,ALIAS,F-IRQ-023,TP-XIF-015
F-PRV-013,ACTIVE,F-PRV-013,TP-PRV-012
F-PRV-013,ACTIVE,F-PRV-013,TP-PRV-035
F-PRV-013,ACTIVE,F-PRV-013,TP-XIF-019
F-PRV-013,ACTIVE,F-PRV-013,TP-XIF-020
F-PRV-014,FOLDED,F-PRV-013,TP-PRV-013
F-PRV-015,ACTIVE,F-PRV-015,TP-PMP-073
F-PRV-015,ACTIVE,F-PRV-015,TP-PRV-014
F-PRV-016,ACTIVE,F-PRV-016,TP-PRV-015
F-PRV-016,ACTIVE,F-PRV-016,TP-XIF-004
F-PRV-017,FOLDED,F-PRV-016,TP-PRV-016
F-PRV-017,FOLDED,F-PRV-016,TP-XIF-004
F-PRV-018,ALIAS,F-IRQ-045,TP-PRV-017
F-PRV-018,ALIAS,F-IRQ-045,TP-XIF-004
F-PRV-019,ALIAS,F-IRQ-045,TP-PRV-018
F-PRV-019,ALIAS,F-IRQ-045,TP-XIF-004
F-PRV-020,ALIAS,F-IRQ-045,TP-PRV-019
F-PRV-020,ALIAS,F-IRQ-045,TP-XIF-004
F-PRV-021,ALIAS,F-EXC-023,TP-PRV-020
F-PRV-022,ACTIVE,F-PRV-022,TP-PRV-021
F-PRV-023,ALIAS,F-IRQ-007,TP-PRV-022
F-PRV-023,ALIAS,F-IRQ-007,TP-PRV-036
F-PRV-023,ALIAS,F-IRQ-007,TP-PRV-037
F-PRV-023,ALIAS,F-IRQ-007,TP-XIF-020
F-PRV-024,ALIAS,F-IRQ-008,TP-PRV-023
F-PRV-024,ALIAS,F-IRQ-008,TP-PRV-037
F-PRV-024,ALIAS,F-IRQ-008,TP-XIF-020
F-PRV-025,ALIAS,F-DBG-032,TP-PRV-024
F-PRV-025,ALIAS,F-DBG-032,TP-PRV-038
F-PRV-026,FOLDED,F-DBG-012,TP-PRV-025
F-PRV-026,FOLDED,F-DBG-012,TP-PRV-038
F-PRV-027,ACTIVE,F-PRV-027,TP-PRV-026
F-PRV-027,ACTIVE,F-PRV-027,TP-PRV-038
F-PRV-028,ACTIVE,F-PRV-028,TP-PRV-027
F-PRV-029,ALIAS,F-IRQ-009,TP-PRV-028
F-PRV-029,ALIAS,F-IRQ-009,TP-PRV-037
F-PRV-030,ACTIVE,F-PRV-030,TP-PRV-029
F-PRV-031,ALIAS,F-IRQ-030,TP-PRV-030
F-PRV-031,ALIAS,F-IRQ-030,TP-XIF-020
F-PRV-032,FOLDED,F-PRV-002,TP-CSR-041
F-PRV-032,FOLDED,F-PRV-002,TP-PRV-002
F-PRV-032,FOLDED,F-PRV-002,TP-PRV-031
F-PRV-033,FOLDED,F-PRV-001,TP-PRV-001
F-PRV-033,FOLDED,F-PRV-001,TP-PRV-032
F-PRV-033,FOLDED,F-PRV-001,TP-XIF-020
F-PRV-034,FOLDED,F-CSR-014,TP-CSR-014
F-PRV-034,FOLDED,F-CSR-014,TP-CSR-117
F-PRV-034,FOLDED,F-CSR-014,TP-PRV-033
F-PRV-035,FOLDED,F-CSR-023,TP-CSR-023
F-PRV-035,FOLDED,F-CSR-023,TP-PRV-034
F-PRV-036,ACTIVE,F-PRV-036,TP-PRV-039
F-RST-001,ACTIVE,F-RST-001,TP-RST-001
F-RST-001,ACTIVE,F-RST-001,TP-RST-017
F-RST-001,ACTIVE,F-RST-001,TP-RST-019
F-RST-001,ACTIVE,F-RST-001,TP-RST-029
F-RST-001,ACTIVE,F-RST-001,TP-XIF-017
F-RST-002,ACTIVE,F-RST-002,TP-RST-002
F-RST-003,ACTIVE,F-RST-003,TP-RST-004
F-RST-004,ACTIVE,F-RST-004,TP-RST-003
F-RST-005,ALIAS,F-CSR-020,TP-RST-005
F-RST-006,ACTIVE,F-RST-006,TP-RST-006
F-RST-007,ACTIVE,F-RST-007,TP-RST-007
F-RST-008,ACTIVE,F-RST-008,TP-RST-008
F-RST-008,ACTIVE,F-RST-008,TP-XIF-017
F-RST-009,ACTIVE,F-RST-009,TP-RST-001
F-RST-009,ACTIVE,F-RST-009,TP-RST-029
F-RST-009,ACTIVE,F-RST-009,TP-XIF-017
F-RST-010,ACTIVE,F-RST-010,TP-REG-012
F-RST-010,ACTIVE,F-RST-010,TP-RST-009
F-RST-010,ACTIVE,F-RST-010,TP-RST-029
F-RST-010,ACTIVE,F-RST-010,TP-XIF-016
F-RST-011,FOLDED,F-RST-010,TP-RST-010
F-RST-011,FOLDED,F-RST-010,TP-XIF-016
F-RST-012,ACTIVE,F-RST-012,TP-RST-011
F-RST-012,ACTIVE,F-RST-012,TP-XIF-016
F-RST-013,ACTIVE,F-RST-013,TP-RST-012
F-RST-013,ACTIVE,F-RST-013,TP-XIF-016
F-RST-014,ACTIVE,F-RST-014,TP-REG-012
F-RST-014,ACTIVE,F-RST-014,TP-RST-013
F-RST-014,ACTIVE,F-RST-014,TP-XIF-016
F-RST-015,ACTIVE,F-RST-015,TP-RST-014
F-RST-015,ACTIVE,F-RST-015,TP-XIF-004
F-RST-015,ACTIVE,F-RST-015,TP-XIF-016
F-RST-016,ACTIVE,F-RST-016,TP-RST-015
F-RST-017,FOLDED,F-RST-016,TP-REG-023
F-RST-017,FOLDED,F-RST-016,TP-RST-016
F-RST-017,FOLDED,F-RST-016,TP-XIF-004
F-RST-018,ACTIVE,F-RST-018,TP-RST-017
F-RST-018,ACTIVE,F-RST-018,TP-RST-019
F-RST-018,ACTIVE,F-RST-018,TP-RST-029
F-RST-018,ACTIVE,F-RST-018,TP-XIF-017
F-RST-019,ACTIVE,F-RST-019,TP-RST-018
F-RST-019,ACTIVE,F-RST-019,TP-XIF-017
F-RST-020,ACTIVE,F-RST-020,TP-RST-020
F-RST-021,ACTIVE,F-RST-021,TP-RST-021
F-RST-022,ACTIVE,F-RST-022,TP-RST-022
F-RST-023,ACTIVE,F-RST-023,TP-RST-023
F-RST-024,ACTIVE,F-RST-024,TP-RST-024
F-RST-024,ACTIVE,F-RST-024,TP-RST-025
F-RST-024,ACTIVE,F-RST-024,TP-RST-026
F-RST-024,ACTIVE,F-RST-024,TP-XIF-017
F-RST-025,FOLDED,F-RST-003,TP-RST-004
F-RST-026,FOLDED,F-RVFI-003,TP-RST-027
F-RST-026,FOLDED,F-RVFI-003,TP-XIF-017
F-RST-027,ACTIVE,F-RST-027,TP-RST-028
F-RVFI-001,ACTIVE,F-RVFI-001,TP-RVFI-001
F-RVFI-002,ACTIVE,F-RVFI-002,TP-RVFI-002
F-RVFI-002,ACTIVE,F-RVFI-002,TP-RVFI-037
F-RVFI-003,ACTIVE,F-RVFI-003,TP-RVFI-003
F-RVFI-003,ACTIVE,F-RVFI-003,TP-RVFI-037
F-RVFI-004,ACTIVE,F-RVFI-004,TP-RVFI-004
F-RVFI-005,ACTIVE,F-RVFI-005,TP-RVFI-005
F-RVFI-006,ACTIVE,F-RVFI-006,TP-RVFI-006
F-RVFI-006,ACTIVE,F-RVFI-006,TP-RVFI-037
F-RVFI-007,ACTIVE,F-RVFI-007,TP-RVFI-007
F-RVFI-008,ACTIVE,F-RVFI-008,TP-RVFI-008
F-RVFI-008,ACTIVE,F-RVFI-008,TP-RVFI-009
F-RVFI-009,ACTIVE,F-RVFI-009,TP-RVFI-010
F-RVFI-009,ACTIVE,F-RVFI-009,TP-RVFI-037
F-RVFI-010,ACTIVE,F-RVFI-010,TP-RVFI-011
F-RVFI-010,ACTIVE,F-RVFI-010,TP-RVFI-012
F-RVFI-010,ACTIVE,F-RVFI-010,TP-RVFI-013
F-RVFI-011,ACTIVE,F-RVFI-011,TP-RVFI-014
F-RVFI-011,ACTIVE,F-RVFI-011,TP-RVFI-037
F-RVFI-012,ACTIVE,F-RVFI-012,TP-RVFI-015
F-RVFI-013,ACTIVE,F-RVFI-013,TP-RVFI-016
F-RVFI-014,ACTIVE,F-RVFI-014,TP-RVFI-017
F-RVFI-015,ACTIVE,F-RVFI-015,TP-RVFI-018
F-RVFI-015,ACTIVE,F-RVFI-015,TP-RVFI-039
F-RVFI-016,ACTIVE,F-RVFI-016,TP-RVFI-019
F-RVFI-016,ACTIVE,F-RVFI-016,TP-RVFI-037
F-RVFI-017,ACTIVE,F-RVFI-017,TP-RVFI-020
F-RVFI-018,ACTIVE,F-RVFI-018,TP-RVFI-021
F-RVFI-019,ACTIVE,F-RVFI-019,TP-RVFI-022
F-RVFI-020,ACTIVE,F-RVFI-020,TP-RVFI-023
F-RVFI-021,ACTIVE,F-RVFI-021,TP-RVFI-024
F-RVFI-021,ACTIVE,F-RVFI-021,TP-RVFI-040
F-RVFI-022,ACTIVE,F-RVFI-022,TP-RVFI-025
F-RVFI-022,ACTIVE,F-RVFI-022,TP-XIF-011
F-RVFI-023,ACTIVE,F-RVFI-023,TP-RVFI-026
F-RVFI-023,ACTIVE,F-RVFI-023,TP-XIF-013
F-RVFI-024,FOLDED,F-DIT-016,TP-DIT-017
F-RVFI-024,FOLDED,F-DIT-016,TP-RVFI-027
F-RVFI-025,ACTIVE,F-RVFI-025,TP-RVFI-028
F-RVFI-026,ACTIVE,F-RVFI-026,TP-RVFI-029
F-RVFI-027,ACTIVE,F-RVFI-027,TP-RVFI-030
F-RVFI-027,ACTIVE,F-RVFI-027,TP-XIF-020
F-RVFI-028,ACTIVE,F-RVFI-028,TP-RVFI-031
F-RVFI-029,ALIAS,F-IRQ-016,TP-RVFI-032
F-RVFI-030,ACTIVE,F-RVFI-030,TP-RVFI-033
F-RVFI-031,ACTIVE,F-RVFI-031,TP-RVFI-034
F-RVFI-032,ACTIVE,F-RVFI-032,TP-RVFI-035
F-RVFI-033,FOLDED,F-RST-009,TP-RVFI-036
F-RVFI-033,FOLDED,F-RST-009,TP-XIF-017
F-RVFI-034,ACTIVE,F-RVFI-034,TP-RVFI-038
F-SEC-001,ACTIVE,F-SEC-001,TP-REG-013
F-SEC-001,ACTIVE,F-SEC-001,TP-SEC-001
F-SEC-001,ACTIVE,F-SEC-001,TP-SEC-002
F-SEC-001,ACTIVE,F-SEC-001,TP-SEC-039
F-SEC-001,ACTIVE,F-SEC-001,TP-XIF-022
F-SEC-002,ACTIVE,F-SEC-002,TP-SEC-003
F-SEC-002,ACTIVE,F-SEC-002,TP-SEC-039
F-SEC-003,ACTIVE,F-SEC-003,TP-SEC-007
F-SEC-003,ACTIVE,F-SEC-003,TP-SEC-008
F-SEC-003,ACTIVE,F-SEC-003,TP-SEC-039
F-SEC-003,ACTIVE,F-SEC-003,TP-SEC-040
F-SEC-004,ACTIVE,F-SEC-004,TP-SEC-013
F-SEC-005,FOLDED,F-SEC-004,TP-SEC-013
F-SEC-006,FOLDED,F-SEC-004,TP-SEC-013
F-SEC-007,ACTIVE,F-SEC-007,TP-SEC-003
F-SEC-007,ACTIVE,F-SEC-007,TP-SEC-004
F-SEC-008,FOLDED,F-SEC-007,TP-SEC-005
F-SEC-009,ACTIVE,F-SEC-009,TP-SEC-006
F-SEC-010,ACTIVE,F-SEC-010,TP-SEC-014
F-SEC-011,ACTIVE,F-SEC-011,TP-SEC-003
F-SEC-011,ACTIVE,F-SEC-011,TP-SEC-015
F-SEC-012,FOLDED,F-RST-010,TP-REG-012
F-SEC-012,FOLDED,F-RST-010,TP-SEC-016
F-SEC-012,FOLDED,F-RST-010,TP-XIF-016
F-SEC-013,ACTIVE,F-SEC-013,TP-SEC-017
F-SEC-014,ACTIVE,F-SEC-014,TP-SEC-018
F-SEC-015,ACTIVE,F-SEC-015,TP-SEC-008
F-SEC-015,ACTIVE,F-SEC-015,TP-SEC-040
F-SEC-015,ACTIVE,F-SEC-015,TP-XIF-003
F-SEC-016,FOLDED,F-SEC-003,TP-SEC-009
F-SEC-016,FOLDED,F-SEC-003,TP-XIF-003
F-SEC-017,ACTIVE,F-SEC-017,TP-REG-026
F-SEC-017,ACTIVE,F-SEC-017,TP-SEC-010
F-SEC-018,ACTIVE,F-SEC-018,TP-SEC-007
F-SEC-018,ACTIVE,F-SEC-018,TP-SEC-012
F-SEC-019,ACTIVE,F-SEC-019,TP-REG-026
F-SEC-019,ACTIVE,F-SEC-019,TP-SEC-011
F-SEC-020,ACTIVE,F-SEC-020,TP-REG-027
F-SEC-020,ACTIVE,F-SEC-020,TP-SEC-019
F-SEC-021,ALIAS,F-IC-011,TP-REG-014
F-SEC-021,ALIAS,F-IC-011,TP-SEC-020
F-SEC-021,ALIAS,F-IC-011,TP-XIF-018
F-SEC-022,ACTIVE,F-SEC-022,TP-SEC-021
F-SEC-022,ACTIVE,F-SEC-022,TP-SEC-022
F-SEC-023,FOLDED,F-SEC-022,TP-SEC-023
F-SEC-024,ALIAS,F-EXC-055,TP-SEC-024
F-SEC-024,ALIAS,F-EXC-055,TP-SEC-025
F-SEC-025,ACTIVE,F-SEC-025,TP-SEC-026
F-SEC-026,ACTIVE,F-SEC-026,TP-SEC-027
F-SEC-027,ACTIVE,F-SEC-027,TP-SEC-028
F-SEC-027,ACTIVE,F-SEC-027,TP-SEC-029
F-SEC-027,ACTIVE,F-SEC-027,TP-SEC-030
F-SEC-028,ACTIVE,F-SEC-028,TP-SEC-029
F-SEC-029,ACTIVE,F-SEC-029,TP-SEC-031
F-SEC-030,FOLDED,F-SEC-027,TP-SEC-032
F-SEC-031,ALIAS,F-CSR-085,TP-SEC-033
F-SEC-032,FOLDED,F-CSR-085,TP-SEC-033
F-SEC-033,ALIAS,F-IC-040,TP-SEC-034
F-SEC-034,ACTIVE,F-SEC-034,TP-SEC-002
F-SEC-034,ACTIVE,F-SEC-034,TP-SEC-035
F-SEC-034,ACTIVE,F-SEC-034,TP-SEC-039
F-SEC-035,ACTIVE,F-SEC-035,TP-SEC-036
F-SEC-035,ACTIVE,F-SEC-035,TP-XIF-017
F-SEC-036,ACTIVE,F-SEC-036,TP-SEC-037
F-SEC-037,ALIAS,F-CSR-019,TP-SEC-038
F-TRG-001,ACTIVE,F-TRG-001,TP-TRG-001
F-TRG-002,FOLDED,F-TRG-001,TP-TRG-002
F-TRG-003,ACTIVE,F-TRG-003,TP-TRG-003
F-TRG-004,ACTIVE,F-TRG-004,TP-TRG-004
F-TRG-005,ACTIVE,F-TRG-005,TP-TRG-005
F-TRG-006,ACTIVE,F-TRG-006,TP-TRG-006
F-TRG-007,ACTIVE,F-TRG-007,TP-TRG-007
F-TRG-008,ACTIVE,F-TRG-008,TP-TRG-008
F-TRG-009,ACTIVE,F-TRG-009,TP-TRG-009
F-TRG-010,ACTIVE,F-TRG-010,TP-TRG-010
F-TRG-010,ACTIVE,F-TRG-010,TP-TRG-030
F-TRG-010,ACTIVE,F-TRG-010,TP-TRG-032
F-TRG-011,FOLDED,F-TRG-010,TP-TRG-011
F-TRG-011,FOLDED,F-TRG-010,TP-TRG-032
F-TRG-012,FOLDED,F-TRG-010,TP-TRG-012
F-TRG-012,FOLDED,F-TRG-010,TP-XIF-020
F-TRG-013,FOLDED,F-TRG-010,TP-TRG-013
F-TRG-013,FOLDED,F-TRG-010,TP-XIF-020
F-TRG-014,FOLDED,F-TRG-010,TP-TRG-014
F-TRG-015,ACTIVE,F-TRG-015,TP-TRG-015
F-TRG-016,FOLDED,F-DBG-031,TP-TRG-016
F-TRG-017,ACTIVE,F-TRG-017,TP-TRG-017
F-TRG-018,ACTIVE,F-TRG-018,TP-TRG-018
F-TRG-019,ACTIVE,F-TRG-019,TP-TRG-019
F-TRG-020,ACTIVE,F-TRG-020,TP-TRG-020
F-TRG-021,ACTIVE,F-TRG-021,TP-TRG-021
F-TRG-021,ACTIVE,F-TRG-021,TP-TRG-030
F-TRG-022,FOLDED,F-TRG-010,TP-TRG-022
F-TRG-023,ACTIVE,F-TRG-023,TP-TRG-023
F-TRG-023,ACTIVE,F-TRG-023,TP-XIF-012
F-TRG-024,ACTIVE,F-TRG-024,TP-TRG-024
F-TRG-025,FOLDED,F-DBG-001,TP-TRG-025
F-TRG-026,FOLDED,F-TRG-010,TP-TRG-026
F-TRG-026,FOLDED,F-TRG-010,TP-XIF-021
F-TRG-027,ACTIVE,F-TRG-027,TP-TRG-027
F-TRG-028,FOLDED,F-TRG-003,TP-TRG-028
F-TRG-029,ACTIVE,F-TRG-029,TP-TRG-029
F-TRG-030,FOLDED,F-TRG-010,TP-TRG-010
F-TRG-030,FOLDED,F-TRG-010,TP-TRG-030
F-TRG-030,FOLDED,F-TRG-010,TP-TRG-031
F-TRG-030,FOLDED,F-TRG-010,TP-TRG-032
